"","ensembl_gene_id","external_gene_name","transcript_biotype"
"5853","ENSG00000153046","CDYL","protein_coding"
"5854","ENSG00000118094","TREH","protein_coding"
"5855","ENSG00000162385","MAGOH","protein_coding"
"5856","ENSG00000099974","DDTL","protein_coding"
"5857","ENSG00000106355","LSM5","protein_coding"
"5858","ENSG00000099991","CABIN1","protein_coding"
"5859","ENSG00000171451","DSEL","protein_coding"
"5860","ENSG00000141391","PRELID3A","protein_coding"
"5861","ENSG00000165714","BORCS5","protein_coding"
"5862","ENSG00000163576","EFHB","protein_coding"
"5863","ENSG00000123080","CDKN2C","protein_coding"
"5864","ENSG00000131634","TMEM204","protein_coding"
"5865","ENSG00000181195","PENK","protein_coding"
"5866","ENSG00000230657","PRB4","protein_coding"
"5867","ENSG00000165092","ALDH1A1","protein_coding"
"5868","ENSG00000198142","SOWAHC","protein_coding"
"5869","ENSG00000237440","ZNF737","protein_coding"
"5870","ENSG00000071051","NCK2","protein_coding"
"5871","ENSG00000008394","MGST1","protein_coding"
"5872","ENSG00000168096","ANKS3","protein_coding"
"5873","ENSG00000162598","C1orf87","protein_coding"
"5874","ENSG00000182307","C8orf33","protein_coding"
"5875","ENSG00000267041","ZNF850","protein_coding"
"5876","ENSG00000165810","BTNL9","protein_coding"
"5877","ENSG00000204920","ZNF155","protein_coding"
"5878","ENSG00000180879","SSR4","protein_coding"
"5879","ENSG00000136156","ITM2B","protein_coding"
"5880","ENSG00000188167","TMPPE","protein_coding"
"5881","ENSG00000124615","MOCS1","protein_coding"
"5882","ENSG00000157856","DRC1","protein_coding"
"5883","ENSG00000159251","ACTC1","protein_coding"
"5884","ENSG00000129810","SGO1","protein_coding"
"5885","ENSG00000162415","ZSWIM5","protein_coding"
"5886","ENSG00000106367","AP1S1","protein_coding"
"5887","ENSG00000122490","SLC66A2","protein_coding"
"5888","ENSG00000205846","CLEC6A","protein_coding"
"5889","ENSG00000109881","CCDC34","protein_coding"
"5890","ENSG00000155621","C9orf85","protein_coding"
"5891","ENSG00000155846","PPARGC1B","protein_coding"
"5892","ENSG00000204977","TRIM13","protein_coding"
"5893","ENSG00000162600","OMA1","protein_coding"
"5894","ENSG00000167637","ZNF283","protein_coding"
"5895","ENSG00000187569","DPPA3","protein_coding"
"5896","ENSG00000071073","MGAT4A","protein_coding"
"5897","ENSG00000100897","DCAF11","protein_coding"
"5898","ENSG00000187151","ANGPTL5","protein_coding"
"5899","ENSG00000106397","PLOD3","protein_coding"
"5900","ENSG00000198910","L1CAM","protein_coding"
"5901","ENSG00000198553","KCNRG","protein_coding"
"5902","ENSG00000197506","SLC28A3","protein_coding"
"5903","ENSG00000110318","CEP126","protein_coding"
"5904","ENSG00000134755","DSC2","protein_coding"
"5905","ENSG00000186136","TAS2R42","protein_coding"
"5906","ENSG00000165672","PRDX3","protein_coding"
"5907","ENSG00000176222","ZNF404","protein_coding"
"5908","ENSG00000116704","SLC35D1","protein_coding"
"5909","ENSG00000136104","RNASEH2B","protein_coding"
"5910","ENSG00000124602","UNC5CL","protein_coding"
"5911","ENSG00000110975","SYT10","protein_coding"
"5912","ENSG00000066827","ZFAT","protein_coding"
"5913","ENSG00000183762","KREMEN1","protein_coding"
"5914","ENSG00000105176","URI1","protein_coding"
"5915","ENSG00000185742","C11orf87","protein_coding"
"5916","ENSG00000204612","FOXB2","protein_coding"
"5917","ENSG00000154330","PGM5","protein_coding"
"5918","ENSG00000112212","TSPO2","protein_coding"
"5919","ENSG00000149534","MS4A2","protein_coding"
"5920","ENSG00000186998","EMID1","protein_coding"
"5921","ENSG00000170485","NPAS2","protein_coding"
"5922","ENSG00000135218","CD36","protein_coding"
"5923","ENSG00000151491","EPS8","protein_coding"
"5924","ENSG00000157193","LRP8","protein_coding"
"5925","ENSG00000171311","EXOSC1","protein_coding"
"5926","ENSG00000172197","MBOAT1","protein_coding"
"5927","ENSG00000160255","ITGB2","protein_coding"
"5928","ENSG00000007944","MYLIP","protein_coding"
"5929","ENSG00000135069","PSAT1","protein_coding"
"5930","ENSG00000159882","ZNF230","protein_coding"
"5931","ENSG00000131507","NDFIP1","protein_coding"
"5932","ENSG00000234127","TRIM26","protein_coding"
"5933","ENSG00000124459","ZNF45","protein_coding"
"5934","ENSG00000131116","ZNF428","protein_coding"
"5935","ENSG00000059145","UNKL","protein_coding"
"5936","ENSG00000148057","IDNK","protein_coding"
"5937","ENSG00000206418","RAB12","protein_coding"
"5938","ENSG00000159885","ZNF222","protein_coding"
"5939","ENSG00000149273","RPS3","protein_coding"
"5940","ENSG00000064651","SLC12A2","protein_coding"
"5941","ENSG00000066926","FECH","protein_coding"
"5942","ENSG00000165105","RASEF","protein_coding"
"5943","ENSG00000131941","RHPN2","protein_coding"
"5944","ENSG00000188613","NANOS1","protein_coding"
"5945","ENSG00000156639","ZFAND3","protein_coding"
"5946","ENSG00000203780","FANK1","protein_coding"
"5947","ENSG00000115641","FHL2","protein_coding"
"5948","ENSG00000106733","NMRK1","protein_coding"
"5949","ENSG00000100263","RHBDD3","protein_coding"
"5950","ENSG00000124721","DNAH8","protein_coding"
"5951","ENSG00000093167","LRRFIP2","protein_coding"
"5952","ENSG00000269858","EGLN2","protein_coding"
"5953","ENSG00000242173","ARHGDIG","protein_coding"
"5954","ENSG00000196177","ACADSB","protein_coding"
"5955","ENSG00000100276","RASL10A","protein_coding"
"5956","ENSG00000137054","POLR1E","protein_coding"
"5957","ENSG00000100285","NEFH","protein_coding"
"5958","ENSG00000187535","IFT140","protein_coding"
"5959","ENSG00000166734","GOLM2","protein_coding"
"5960","ENSG00000100296","THOC5","protein_coding"
"5961","ENSG00000046604","DSG2","protein_coding"
"5962","ENSG00000105767","CADM4","protein_coding"
"5963","ENSG00000203867","RBM20","protein_coding"
"5964","ENSG00000259371","","protein_coding"
"5965","ENSG00000092010","PSME1","protein_coding"
"5966","ENSG00000108039","XPNPEP1","protein_coding"
"5967","ENSG00000105738","SIPA1L3","protein_coding"
"5968","ENSG00000135052","GOLM1","protein_coding"
"5969","ENSG00000185634","SHC4","protein_coding"
"5970","ENSG00000134508","CABLES1","protein_coding"
"5971","ENSG00000158555","GDPD5","protein_coding"
"5972","ENSG00000102032","RENBP","protein_coding"
"5973","ENSG00000168246","UBTD2","protein_coding"
"5974","ENSG00000168813","ZNF507","protein_coding"
"5975","ENSG00000140632","GLYR1","protein_coding"
"5976","ENSG00000156795","NTAQ1","protein_coding"
"5977","ENSG00000113552","GNPDA1","protein_coding"
"5978","ENSG00000088179","PTPN4","protein_coding"
"5979","ENSG00000139174","PRICKLE1","protein_coding"
"5980","ENSG00000083223","TUT7","protein_coding"
"5981","ENSG00000197683","KRTAP26-1","protein_coding"
"5982","ENSG00000206107","KRTAP27-1","protein_coding"
"5983","ENSG00000182816","KRTAP13-2","protein_coding"
"5984","ENSG00000198390","KRTAP13-1","protein_coding"
"5985","ENSG00000118276","B4GALT6","protein_coding"
"5986","ENSG00000186970","KRTAP15-1","protein_coding"
"5987","ENSG00000172534","HCFC1","protein_coding"
"5988","ENSG00000184351","KRTAP19-1","protein_coding"
"5989","ENSG00000186965","KRTAP19-2","protein_coding"
"5990","ENSG00000244025","KRTAP19-3","protein_coding"
"5991","ENSG00000186967","KRTAP19-4","protein_coding"
"5992","ENSG00000186977","KRTAP19-5","protein_coding"
"5993","ENSG00000100908","EMC9","protein_coding"
"5994","ENSG00000186925","KRTAP19-6","protein_coding"
"5995","ENSG00000244362","KRTAP19-7","protein_coding"
"5996","ENSG00000206106","KRTAP22-2","protein_coding"
"5997","ENSG00000011422","PLAUR","protein_coding"
"5998","ENSG00000212938","KRTAP6-3","protein_coding"
"5999","ENSG00000186924","KRTAP22-1","protein_coding"
"6000","ENSG00000244624","KRTAP20-1","protein_coding"
"6001","ENSG00000206105","KRTAP20-4","protein_coding"
"6002","ENSG00000184032","KRTAP20-2","protein_coding"
"6003","ENSG00000206104","KRTAP20-3","protein_coding"
"6004","ENSG00000231068","KRTAP21-3","protein_coding"
"6005","ENSG00000187026","KRTAP21-2","protein_coding"
"6006","ENSG00000187005","KRTAP21-1","protein_coding"
"6007","ENSG00000186980","KRTAP23-1","protein_coding"
"6008","ENSG00000124784","RIOK1","protein_coding"
"6009","ENSG00000240432","KRTAP13-3","protein_coding"
"6010","ENSG00000138613","APH1B","protein_coding"
"6011","ENSG00000156299","TIAM1","protein_coding"
"6012","ENSG00000144028","SNRNP200","protein_coding"
"6013","ENSG00000100911","PSME2","protein_coding"
"6014","ENSG00000206181","ELOA2","protein_coding"
"6015","ENSG00000265681","RPL17","protein_coding"
"6016","ENSG00000172403","SYNPO2","protein_coding"
"6017","ENSG00000161021","MAML1","protein_coding"
"6018","ENSG00000177854","TMEM187","protein_coding"
"6019","ENSG00000096433","ITPR3","protein_coding"
"6020","ENSG00000104332","SFRP1","protein_coding"
"6021","ENSG00000260342","","protein_coding"
"6022","ENSG00000126953","TIMM8A","protein_coding"
"6023","ENSG00000164576","SAP30L","protein_coding"
"6024","ENSG00000171877","FRMD5","protein_coding"
"6025","ENSG00000089486","CDIP1","protein_coding"
"6026","ENSG00000107165","TYRP1","protein_coding"
"6027","ENSG00000184117","NIPSNAP1","protein_coding"
"6028","ENSG00000147573","TRIM55","protein_coding"
"6029","ENSG00000241343","RPL36A","protein_coding"
"6030","ENSG00000171195","MUC7","protein_coding"
"6031","ENSG00000178904","DPY19L3","protein_coding"
"6032","ENSG00000183977","PP2D1","protein_coding"
"6033","ENSG00000257529","RPL36A-HNRNPH2","protein_coding"
"6034","ENSG00000164099","PRSS12","protein_coding"
"6035","ENSG00000156049","GNA14","protein_coding"
"6036","ENSG00000166391","MOGAT2","protein_coding"
"6037","ENSG00000126945","HNRNPH2","protein_coding"
"6038","ENSG00000186575","NF2","protein_coding"
"6039","ENSG00000091317","CMTM6","protein_coding"
"6040","ENSG00000160862","AZGP1","protein_coding"
"6041","ENSG00000262919","CCNQ","protein_coding"
"6042","ENSG00000158458","NRG2","protein_coding"
"6043","ENSG00000107372","ZFAND5","protein_coding"
"6044","ENSG00000149257","SERPINH1","protein_coding"
"6045","ENSG00000138653","NDST4","protein_coding"
"6046","ENSG00000170860","LSM3","protein_coding"
"6047","ENSG00000173114","LRRN3","protein_coding"
"6048","ENSG00000111224","PARP11","protein_coding"
"6049","ENSG00000147571","CRH","protein_coding"
"6050","ENSG00000127920","GNG11","protein_coding"
"6051","ENSG00000157152","SYN2","protein_coding"
"6052","ENSG00000173334","TRIB1","protein_coding"
"6053","ENSG00000186766","FOXI2","protein_coding"
"6054","ENSG00000075223","SEMA3C","protein_coding"
"6055","ENSG00000196497","IPO4","protein_coding"
"6056","ENSG00000130821","SLC6A8","protein_coding"
"6057","ENSG00000103489","XYLT1","protein_coding"
"6058","ENSG00000185437","SH3BGR","protein_coding"
"6059","ENSG00000005059","MCUB","protein_coding"
"6060","ENSG00000170961","HAS2","protein_coding"
"6061","ENSG00000160505","NLRP4","protein_coding"
"6062","ENSG00000101665","SMAD7","protein_coding"
"6063","ENSG00000156802","ATAD2","protein_coding"
"6064","ENSG00000165646","SLC18A2","protein_coding"
"6065","ENSG00000162104","ADCY9","protein_coding"
"6066","ENSG00000198856","OSTC","protein_coding"
"6067","ENSG00000137770","CTDSPL2","protein_coding"
"6068","ENSG00000156017","CARNMT1","protein_coding"
"6069","ENSG00000111859","NEDD9","protein_coding"
"6070","ENSG00000141429","GALNT1","protein_coding"
"6071","ENSG00000130038","CRACR2A","protein_coding"
"6072","ENSG00000147164","SNX12","protein_coding"
"6073","ENSG00000109182","CWH43","protein_coding"
"6074","ENSG00000160221","GATD3","protein_coding"
"6075","ENSG00000168795","ZBTB5","protein_coding"
"6076","ENSG00000101276","SLC52A3","protein_coding"
"6077","ENSG00000124449","IRGC","protein_coding"
"6078","ENSG00000113643","RARS1","protein_coding"
"6079","ENSG00000166927","MS4A7","protein_coding"
"6080","ENSG00000105771","SMG9","protein_coding"
"6081","ENSG00000165660","ABRAXAS2","protein_coding"
"6082","ENSG00000135040","NAA35","protein_coding"
"6083","ENSG00000124198","ARFGEF2","protein_coding"
"6084","ENSG00000136718","IMP4","protein_coding"
"6085","ENSG00000146802","TMEM168","protein_coding"
"6086","ENSG00000187164","SHTN1","protein_coding"
"6087","ENSG00000184481","FOXO4","protein_coding"
"6088","ENSG00000124574","ABCC10","protein_coding"
"6089","ENSG00000178567","EPM2AIP1","protein_coding"
"6090","ENSG00000215421","ZNF407","protein_coding"
"6091","ENSG00000023697","DERA","protein_coding"
"6092","ENSG00000103381","CPPED1","protein_coding"
"6093","ENSG00000204165","CXorf65","protein_coding"
"6094","ENSG00000187559","FOXD4L3","protein_coding"
"6095","ENSG00000166928","MS4A14","protein_coding"
"6096","ENSG00000103199","ZNF500","protein_coding"
"6097","ENSG00000165233","CARD19","protein_coding"
"6098","ENSG00000169562","GJB1","protein_coding"
"6099","ENSG00000157456","CCNB2","protein_coding"
"6100","ENSG00000226742","HSBP1L1","protein_coding"
"6101","ENSG00000135269","TES","protein_coding"
"6102","ENSG00000116205","TCEANC2","protein_coding"
"6103","ENSG00000164100","NDST3","protein_coding"
"6104","ENSG00000141759","TXNL4A","protein_coding"
"6105","ENSG00000144596","GRIP2","protein_coding"
"6106","ENSG00000131263","RLIM","protein_coding"
"6107","ENSG00000255974","CYP2A6","protein_coding"
"6108","ENSG00000198841","KTI12","protein_coding"
"6109","ENSG00000182601","HS3ST4","protein_coding"
"6110","ENSG00000116212","LRRC42","protein_coding"
"6111","ENSG00000150510","FAM124A","protein_coding"
"6112","ENSG00000103534","TMC5","protein_coding"
"6113","ENSG00000050030","NEXMIF","protein_coding"
"6114","ENSG00000221886","ZBED8","protein_coding"
"6115","ENSG00000166930","MS4A5","protein_coding"
"6116","ENSG00000101546","RBFA","protein_coding"
"6117","ENSG00000099326","MZF1","protein_coding"
"6118","ENSG00000205863","C1QTNF9B","protein_coding"
"6119","ENSG00000134996","OSTF1","protein_coding"
"6120","ENSG00000189037","DUSP21","protein_coding"
"6121","ENSG00000112078","KCTD20","protein_coding"
"6122","ENSG00000112984","KIF20A","protein_coding"
"6123","ENSG00000186971","KRTAP13-4","protein_coding"
"6124","ENSG00000186930","KRTAP6-2","protein_coding"
"6125","ENSG00000121380","BCL2L14","protein_coding"
"6126","ENSG00000147113","DIPK2B","protein_coding"
"6127","ENSG00000184724","KRTAP6-1","protein_coding"
"6128","ENSG00000154478","GPR26","protein_coding"
"6129","ENSG00000150961","SEC24D","protein_coding"
"6130","ENSG00000141258","SGSM2","protein_coding"
"6131","ENSG00000182111","ZNF716","protein_coding"
"6132","ENSG00000189167","ZAR1L","protein_coding"
"6133","ENSG00000171989","LDHAL6B","protein_coding"
"6134","ENSG00000184232","OAF","protein_coding"
"6135","ENSG00000107518","ATRNL1","protein_coding"
"6136","ENSG00000135241","PNPLA8","protein_coding"
"6137","ENSG00000166200","COPS2","protein_coding"
"6138","ENSG00000139597","N4BP2L1","protein_coding"
"6139","ENSG00000147224","PRPS1","protein_coding"
"6140","ENSG00000182247","UBE2E2","protein_coding"
"6141","ENSG00000137709","POU2F3","protein_coding"
"6142","ENSG00000269533","","protein_coding"
"6143","ENSG00000268533","","protein_coding"
"6144","ENSG00000168702","LRP1B","protein_coding"
"6145","ENSG00000288611","NPBWR1","protein_coding"
"6146","ENSG00000189114","BLOC1S3","protein_coding"
"6147","ENSG00000147535","PLPP5","protein_coding"
"6148","ENSG00000132854","KANK4","protein_coding"
"6149","ENSG00000101544","ADNP2","protein_coding"
"6150","ENSG00000266953","","protein_coding"
"6151","ENSG00000171467","ZNF318","protein_coding"
"6152","ENSG00000186230","ZNF749","protein_coding"
"6153","ENSG00000172159","FRMD3","protein_coding"
"6154","ENSG00000114166","KAT2B","protein_coding"
"6155","ENSG00000178184","PARD6G","protein_coding"
"6156","ENSG00000161281","COX7A1","protein_coding"
"6157","ENSG00000124098","FAM210B","protein_coding"
"6158","ENSG00000169083","AR","protein_coding"
"6159","ENSG00000178342","KCNG2","protein_coding"
"6160","ENSG00000179715","PCED1B","protein_coding"
"6161","ENSG00000087586","AURKA","protein_coding"
"6162","ENSG00000101557","USP14","protein_coding"
"6163","ENSG00000268163","","protein_coding"
"6164","ENSG00000251201","TMED7-TICAM2","protein_coding"
"6165","ENSG00000139044","B4GALNT3","protein_coding"
"6166","ENSG00000137288","UQCC2","protein_coding"
"6167","ENSG00000197408","CYP2B6","protein_coding"
"6168","ENSG00000120693","SMAD9","protein_coding"
"6169","ENSG00000165752","STK32C","protein_coding"
"6170","ENSG00000160223","ICOSLG","protein_coding"
"6171","ENSG00000162607","USP1","protein_coding"
"6172","ENSG00000174132","FAM174A","protein_coding"
"6173","ENSG00000146122","DAAM2","protein_coding"
"6174","ENSG00000173457","PPP1R14B","protein_coding"
"6175","ENSG00000187118","CMC1","protein_coding"
"6176","ENSG00000145781","COMMD10","protein_coding"
"6177","ENSG00000180138","CSNK1A1L","protein_coding"
"6178","ENSG00000147548","NSD3","protein_coding"
"6179","ENSG00000162989","KCNJ3","protein_coding"
"6180","ENSG00000135048","CEMIP2","protein_coding"
"6181","ENSG00000281106","TMEM272","protein_coding"
"6182","ENSG00000159110","IFNAR2","protein_coding"
"6183","ENSG00000133111","RFXAP","protein_coding"
"6184","ENSG00000219435","CATSPERZ","protein_coding"
"6185","ENSG00000134830","C5AR2","protein_coding"
"6186","ENSG00000133107","TRPC4","protein_coding"
"6187","ENSG00000139209","SLC38A4","protein_coding"
"6188","ENSG00000144120","TMEM177","protein_coding"
"6189","ENSG00000145779","TNFAIP8","protein_coding"
"6190","ENSG00000188690","UROS","protein_coding"
"6191","ENSG00000105854","PON2","protein_coding"
"6192","ENSG00000126432","PRDX5","protein_coding"
"6193","ENSG00000093217","XYLB","protein_coding"
"6194","ENSG00000165194","PCDH19","protein_coding"
"6195","ENSG00000144278","GALNT13","protein_coding"
"6196","ENSG00000105220","GPI","protein_coding"
"6197","ENSG00000185722","ANKFY1","protein_coding"
"6198","ENSG00000228716","DHFR","protein_coding"
"6199","ENSG00000163114","PDHA2","protein_coding"
"6200","ENSG00000164109","MAD2L1","protein_coding"
"6201","ENSG00000141433","ADCYAP1","protein_coding"
"6202","ENSG00000137834","SMAD6","protein_coding"
"6203","ENSG00000139160","ETFBKMT","protein_coding"
"6204","ENSG00000168071","CCDC88B","protein_coding"
"6205","ENSG00000130385","BMP15","protein_coding"
"6206","ENSG00000154027","AK5","protein_coding"
"6207","ENSG00000275113","GAGE2E","protein_coding"
"6208","ENSG00000141642","ELAC1","protein_coding"
"6209","ENSG00000196284","SUPT3H","protein_coding"
"6210","ENSG00000151743","AMN1","protein_coding"
"6211","ENSG00000137776","SLTM","protein_coding"
"6212","ENSG00000236737","GAGE12B","protein_coding"
"6213","ENSG00000186867","QRFPR","protein_coding"
"6214","ENSG00000068985","PAGE1","protein_coding"
"6215","ENSG00000156463","SH3RF2","protein_coding"
"6216","ENSG00000141646","SMAD4","protein_coding"
"6217","ENSG00000101951","PAGE4","protein_coding"
"6218","ENSG00000100926","TM9SF1","protein_coding"
"6219","ENSG00000137960","GIPC2","protein_coding"
"6220","ENSG00000146085","MMUT","protein_coding"
"6221","ENSG00000138814","PPP3CA","protein_coding"
"6222","ENSG00000147274","RBMX","protein_coding"
"6223","ENSG00000116745","RPE65","protein_coding"
"6224","ENSG00000174705","SH3PXD2B","protein_coding"
"6225","ENSG00000065308","TRAM2","protein_coding"
"6226","ENSG00000130222","GADD45G","protein_coding"
"6227","ENSG00000132855","ANGPTL3","protein_coding"
"6228","ENSG00000005339","CREBBP","protein_coding"
"6229","ENSG00000112079","STK38","protein_coding"
"6230","ENSG00000128708","HAT1","protein_coding"
"6231","ENSG00000135045","C9orf40","protein_coding"
"6232","ENSG00000282936","","protein_coding"
"6233","ENSG00000074755","ZZEF1","protein_coding"
"6234","ENSG00000127990","SGCE","protein_coding"
"6235","ENSG00000162302","RPS6KA4","protein_coding"
"6236","ENSG00000116675","DNAJC6","protein_coding"
"6237","ENSG00000183826","BTBD9","protein_coding"
"6238","ENSG00000205857","NANOGNB","protein_coding"
"6239","ENSG00000101574","METTL4","protein_coding"
"6240","ENSG00000254692","","protein_coding"
"6241","ENSG00000136842","TMOD1","protein_coding"
"6242","ENSG00000139908","TSSK4","protein_coding"
"6243","ENSG00000023734","STRAP","protein_coding"
"6244","ENSG00000183775","KCTD16","protein_coding"
"6245","ENSG00000275740","","protein_coding"
"6246","ENSG00000165370","GPR101","protein_coding"
"6247","ENSG00000172465","TCEAL1","protein_coding"
"6248","ENSG00000113196","HAND1","protein_coding"
"6249","ENSG00000254505","CHMP4A","protein_coding"
"6250","ENSG00000134115","CNTN6","protein_coding"
"6251","ENSG00000080986","NDC80","protein_coding"
"6252","ENSG00000273217","","protein_coding"
"6253","ENSG00000072135","PTPN18","protein_coding"
"6254","ENSG00000123562","MORF4L2","protein_coding"
"6255","ENSG00000188573","FBLL1","protein_coding"
"6256","ENSG00000162433","AK4","protein_coding"
"6257","ENSG00000136929","HEMGN","protein_coding"
"6258","ENSG00000164611","PTTG1","protein_coding"
"6259","ENSG00000079459","FDFT1","protein_coding"
"6260","ENSG00000213920","MDP1","protein_coding"
"6261","ENSG00000170950","PGK2","protein_coding"
"6262","ENSG00000135018","UBQLN1","protein_coding"
"6263","ENSG00000213625","LEPROT","protein_coding"
"6264","ENSG00000112149","CD83","protein_coding"
"6265","ENSG00000122035","RASL11A","protein_coding"
"6266","ENSG00000138593","SECISBP2L","protein_coding"
"6267","ENSG00000101596","SMCHD1","protein_coding"
"6268","ENSG00000109270","LAMTOR3","protein_coding"
"6269","ENSG00000167193","CRK","protein_coding"
"6270","ENSG00000111405","ENDOU","protein_coding"
"6271","ENSG00000080618","CPB2","protein_coding"
"6272","ENSG00000179363","TMEM31","protein_coding"
"6273","ENSG00000100314","CABP7","protein_coding"
"6274","ENSG00000255526","NEDD8-MDP1","protein_coding"
"6275","ENSG00000269743","SLC25A53","protein_coding"
"6276","ENSG00000158966","CACHD1","protein_coding"
"6277","ENSG00000168065","SLC22A11","protein_coding"
"6278","ENSG00000102007","PLP2","protein_coding"
"6279","ENSG00000065491","TBC1D22B","protein_coding"
"6280","ENSG00000100319","ZMAT5","protein_coding"
"6281","ENSG00000167858","TEKT1","protein_coding"
"6282","ENSG00000104879","CKM","protein_coding"
"6283","ENSG00000012660","ELOVL5","protein_coding"
"6284","ENSG00000012211","PRICKLE3","protein_coding"
"6285","ENSG00000109158","GABRA4","protein_coding"
"6286","ENSG00000184076","UQCR10","protein_coding"
"6287","ENSG00000129559","NEDD8","protein_coding"
"6288","ENSG00000183559","C10orf120","protein_coding"
"6289","ENSG00000101138","CSTF1","protein_coding"
"6290","ENSG00000239282","CASTOR1","protein_coding"
"6291","ENSG00000188375","H3-5","protein_coding"
"6292","ENSG00000154473","BUB3","protein_coding"
"6293","ENSG00000129195","PIMREG","protein_coding"
"6294","ENSG00000064102","INTS13","protein_coding"
"6295","ENSG00000136167","LCP1","protein_coding"
"6296","ENSG00000092295","TGM1","protein_coding"
"6297","ENSG00000197891","SLC22A12","protein_coding"
"6298","ENSG00000164399","IL3","protein_coding"
"6299","ENSG00000126261","UBA2","protein_coding"
"6300","ENSG00000134419","RPS15A","protein_coding"
"6301","ENSG00000115896","PLCL1","protein_coding"
"6302","ENSG00000151012","SLC7A11","protein_coding"
"6303","ENSG00000136891","TEX10","protein_coding"
"6304","ENSG00000102001","CACNA1F","protein_coding"
"6305","ENSG00000146221","TCTE1","protein_coding"
"6306","ENSG00000203965","EFCAB7","protein_coding"
"6307","ENSG00000166377","ATP9B","protein_coding"
"6308","ENSG00000112130","RNF8","protein_coding"
"6309","ENSG00000249156","TAF11L12","protein_coding"
"6310","ENSG00000120705","ETF1","protein_coding"
"6311","ENSG00000135966","TGFBRAP1","protein_coding"
"6312","ENSG00000153898","MCOLN2","protein_coding"
"6313","ENSG00000170011","MYRIP","protein_coding"
"6314","ENSG00000004660","CAMKK1","protein_coding"
"6315","ENSG00000022277","RTF2","protein_coding"
"6316","ENSG00000157379","DHRS1","protein_coding"
"6317","ENSG00000248751","","protein_coding"
"6318","ENSG00000167778","SPRYD3","protein_coding"
"6319","ENSG00000103657","HERC1","protein_coding"
"6320","ENSG00000249242","TMEM150C","protein_coding"
"6321","ENSG00000081320","STK17B","protein_coding"
"6322","ENSG00000031691","CENPQ","protein_coding"
"6323","ENSG00000119965","C10orf88","protein_coding"
"6324","ENSG00000124813","RUNX2","protein_coding"
"6325","ENSG00000198785","GRIN3A","protein_coding"
"6326","ENSG00000134853","PDGFRA","protein_coding"
"6327","ENSG00000099992","TBC1D10A","protein_coding"
"6328","ENSG00000117069","ST6GALNAC5","protein_coding"
"6329","ENSG00000254636","ARMS2","protein_coding"
"6330","ENSG00000068831","RASGRP2","protein_coding"
"6331","ENSG00000215475","SIAH3","protein_coding"
"6332","ENSG00000196943","NOP9","protein_coding"
"6333","ENSG00000107938","EDRF1","protein_coding"
"6334","ENSG00000135447","PPP1R1A","protein_coding"
"6335","ENSG00000125703","ATG4C","protein_coding"
"6336","ENSG00000155833","CYLC2","protein_coding"
"6337","ENSG00000152127","MGAT5","protein_coding"
"6338","ENSG00000145819","ARHGAP26","protein_coding"
"6339","ENSG00000076344","RGS11","protein_coding"
"6340","ENSG00000165030","NFIL3","protein_coding"
"6341","ENSG00000102452","NALCN","protein_coding"
"6342","ENSG00000139173","TMEM117","protein_coding"
"6343","ENSG00000204291","COL15A1","protein_coding"
"6344","ENSG00000213906","LTB4R2","protein_coding"
"6345","ENSG00000108405","P2RX1","protein_coding"
"6346","ENSG00000213903","LTB4R","protein_coding"
"6347","ENSG00000124103","FAM209A","protein_coding"
"6348","ENSG00000188674","C2orf80","protein_coding"
"6349","ENSG00000213714","FAM209B","protein_coding"
"6350","ENSG00000161896","IP6K3","protein_coding"
"6351","ENSG00000087589","CASS4","protein_coding"
"6352","ENSG00000129465","RIPK3","protein_coding"
"6353","ENSG00000257987","TEX49","protein_coding"
"6354","ENSG00000197838","CYP2A13","protein_coding"
"6355","ENSG00000151229","SLC2A13","protein_coding"
"6356","ENSG00000171199","OPRPN","protein_coding"
"6357","ENSG00000187624","C17orf97","protein_coding"
"6358","ENSG00000154007","ASB17","protein_coding"
"6359","ENSG00000188779","SKOR1","protein_coding"
"6360","ENSG00000188056","TREML4","protein_coding"
"6361","ENSG00000101247","NDUFAF5","protein_coding"
"6362","ENSG00000091622","PITPNM3","protein_coding"
"6363","ENSG00000162618","ADGRL4","protein_coding"
"6364","ENSG00000078142","PIK3C3","protein_coding"
"6365","ENSG00000188334","BSPH1","protein_coding"
"6366","ENSG00000100968","NFATC4","protein_coding"
"6367","ENSG00000099995","SF3A1","protein_coding"
"6368","ENSG00000164035","EMCN","protein_coding"
"6369","ENSG00000095209","TMEM38B","protein_coding"
"6370","ENSG00000197050","ZNF420","protein_coding"
"6371","ENSG00000179919","OR10A7","protein_coding"
"6372","ENSG00000116120","FARSB","protein_coding"
"6373","ENSG00000180116","C12orf40","protein_coding"
"6374","ENSG00000171462","DLK2","protein_coding"
"6375","ENSG00000129028","THAP10","protein_coding"
"6376","ENSG00000283378","CNTNAP3C","protein_coding"
"6377","ENSG00000196263","ZNF471","protein_coding"
"6378","ENSG00000171956","FOXB1","protein_coding"
"6379","ENSG00000131668","BARX1","protein_coding"
"6380","ENSG00000111704","NANOG","protein_coding"
"6381","ENSG00000137880","GCHFR","protein_coding"
"6382","ENSG00000096401","CDC5L","protein_coding"
"6383","ENSG00000136810","TXN","protein_coding"
"6384","ENSG00000074410","CA12","protein_coding"
"6385","ENSG00000197446","CYP2F1","protein_coding"
"6386","ENSG00000124201","ZNFX1","protein_coding"
"6387","ENSG00000150540","HNMT","protein_coding"
