"","ensembl_gene_id","external_gene_name","transcript_biotype"
"15634","ENSG00000167202","TBC1D2B","protein_coding"
"15635","ENSG00000184544","DHRS7C","protein_coding"
"15636","ENSG00000134057","CCNB1","protein_coding"
"15637","ENSG00000183397","TEKTIP1","protein_coding"
"15638","ENSG00000204219","TCEA3","protein_coding"
"15639","ENSG00000105701","FKBP8","protein_coding"
"15640","ENSG00000167822","OR8J3","protein_coding"
"15641","ENSG00000092098","RNF31","protein_coding"
"15642","ENSG00000168172","HOOK3","protein_coding"
"15643","ENSG00000006071","ABCC8","protein_coding"
"15644","ENSG00000132361","CLUH","protein_coding"
"15645","ENSG00000162885","B3GALNT2","protein_coding"
"15646","ENSG00000179950","PUF60","protein_coding"
"15647","ENSG00000215301","DDX3X","protein_coding"
"15648","ENSG00000158517","NCF1","protein_coding"
"15649","ENSG00000145850","TIMD4","protein_coding"
"15650","ENSG00000222038","POTEJ","protein_coding"
"15651","ENSG00000103253","HAGHL","protein_coding"
"15652","ENSG00000204634","TBC1D8","protein_coding"
"15653","ENSG00000104059","ENTREP2","protein_coding"
"15654","ENSG00000182308","DCAF4L1","protein_coding"
"15655","ENSG00000014824","SLC30A9","protein_coding"
"15656","ENSG00000155868","MED7","protein_coding"
"15657","ENSG00000170613","GARIN3","protein_coding"
"15658","ENSG00000230778","ANKRD63","protein_coding"
"15659","ENSG00000103653","CSK","protein_coding"
"15660","ENSG00000154917","RAB6B","protein_coding"
"15661","ENSG00000151292","CSNK1G3","protein_coding"
"15662","ENSG00000285292","ABCF2-H2BK1","protein_coding"
"15663","ENSG00000173110","HSPA6","protein_coding"
"15664","ENSG00000163013","FBXO41","protein_coding"
"15665","ENSG00000143125","PROK1","protein_coding"
"15666","ENSG00000089505","CMTM1","protein_coding"
"15667","ENSG00000188037","CLCN1","protein_coding"
"15668","ENSG00000143105","KCNA10","protein_coding"
"15669","ENSG00000177301","KCNA2","protein_coding"
"15670","ENSG00000156381","ANKRD9","protein_coding"
"15671","ENSG00000154518","ATP5MC3","protein_coding"
"15672","ENSG00000188848","BEND4","protein_coding"
"15673","ENSG00000188315","C3orf62","protein_coding"
"15674","ENSG00000089902","RCOR1","protein_coding"
"15675","ENSG00000240445","FOXO3B","protein_coding"
"15676","ENSG00000178343","SHISA3","protein_coding"
"15677","ENSG00000111716","LDHB","protein_coding"
"15678","ENSG00000114316","USP4","protein_coding"
"15679","ENSG00000125457","MIF4GD","protein_coding"
"15680","ENSG00000105700","KXD1","protein_coding"
"15681","ENSG00000215203","GRXCR1","protein_coding"
"15682","ENSG00000187514","PTMA","protein_coding"
"15683","ENSG00000166126","AMN","protein_coding"
"15684","ENSG00000185477","GPRIN3","protein_coding"
"15685","ENSG00000160752","FDPS","protein_coding"
"15686","ENSG00000183208","GDPGP1","protein_coding"
"15687","ENSG00000204779","FOXD4L5","protein_coding"
"15688","ENSG00000184305","CCSER1","protein_coding"
"15689","ENSG00000147996","ZNG1E","protein_coding"
"15690","ENSG00000131323","TRAF3","protein_coding"
"15691","ENSG00000106263","EIF3B","protein_coding"
"15692","ENSG00000186665","C17orf58","protein_coding"
"15693","ENSG00000062038","CDH3","protein_coding"
"15694","ENSG00000113263","ITK","protein_coding"
"15695","ENSG00000137766","UNC13C","protein_coding"
"15696","ENSG00000141736","ERBB2","protein_coding"
"15697","ENSG00000139330","KERA","protein_coding"
"15698","ENSG00000138798","EGF","protein_coding"
"15699","ENSG00000127328","RAB3IP","protein_coding"
"15700","ENSG00000164418","GRIK2","protein_coding"
"15701","ENSG00000221983","UBA52","protein_coding"
"15702","ENSG00000051596","THOC3","protein_coding"
"15703","ENSG00000039068","CDH1","protein_coding"
"15704","ENSG00000173517","PEAK1","protein_coding"
"15705","ENSG00000118257","NRP2","protein_coding"
"15706","ENSG00000151322","NPAS3","protein_coding"
"15707","ENSG00000047346","ATOSA","protein_coding"
"15708","ENSG00000121957","GPSM2","protein_coding"
"15709","ENSG00000106009","BRAT1","protein_coding"
"15710","ENSG00000170085","SIMC1","protein_coding"
"15711","ENSG00000145014","TMEM44","protein_coding"
"15712","ENSG00000128564","VGF","protein_coding"
"15713","ENSG00000005108","THSD7A","protein_coding"
"15714","ENSG00000138792","ENPEP","protein_coding"
"15715","ENSG00000006016","CRLF1","protein_coding"
"15716","ENSG00000131773","KHDRBS3","protein_coding"
"15717","ENSG00000146809","ASB15","protein_coding"
"15718","ENSG00000006015","REX1BD","protein_coding"
"15719","ENSG00000108639","SYNGR2","protein_coding"
"15720","ENSG00000122203","KIAA1191","protein_coding"
"15721","ENSG00000124788","ATXN1","protein_coding"
"15722","ENSG00000164651","SP8","protein_coding"
"15723","ENSG00000048405","ZNF800","protein_coding"
"15724","ENSG00000105696","TMEM59L","protein_coding"
"15725","ENSG00000232070","TMEM253","protein_coding"
"15726","ENSG00000169347","GP2","protein_coding"
"15727","ENSG00000141376","BCAS3","protein_coding"
"15728","ENSG00000164983","TMEM65","protein_coding"
"15729","ENSG00000198429","ZNF69","protein_coding"
"15730","ENSG00000288708","","protein_coding"
"15731","ENSG00000145194","ECE2","protein_coding"
"15732","ENSG00000096696","DSP","protein_coding"
"15733","ENSG00000140254","DUOXA1","protein_coding"
"15734","ENSG00000128512","DOCK4","protein_coding"
"15735","ENSG00000196757","ZNF700","protein_coding"
"15736","ENSG00000139263","LRIG3","protein_coding"
"15737","ENSG00000213741","RPS29","protein_coding"
"15738","ENSG00000267179","","protein_coding"
"15739","ENSG00000197858","GPAA1","protein_coding"
"15740","ENSG00000197054","ZNF763","protein_coding"
"15741","ENSG00000250374","TRIM75","protein_coding"
"15742","ENSG00000175414","ARL10","protein_coding"
"15743","ENSG00000178950","GAK","protein_coding"
"15744","ENSG00000165501","LRR1","protein_coding"
"15745","ENSG00000048162","NOP16","protein_coding"
"15746","ENSG00000286098","","protein_coding"
"15747","ENSG00000132010","ZNF20","protein_coding"
"15748","ENSG00000188396","DYNLT4","protein_coding"
"15749","ENSG00000165502","RPL36AL","protein_coding"
"15750","ENSG00000257591","ZNF625","protein_coding"
"15751","ENSG00000168282","MGAT2","protein_coding"
"15752","ENSG00000146066","HIGD2A","protein_coding"
"15753","ENSG00000165506","DNAAF2","protein_coding"
"15754","ENSG00000161642","ZNF385A","protein_coding"
"15755","ENSG00000175416","CLTB","protein_coding"
"15756","ENSG00000104892","KLC3","protein_coding"
"15757","ENSG00000082482","KCNK2","protein_coding"
"15758","ENSG00000168566","SNRNP48","protein_coding"
"15759","ENSG00000100479","POLE2","protein_coding"
"15760","ENSG00000169344","UMOD","protein_coding"
"15761","ENSG00000112578","BYSL","protein_coding"
"15762","ENSG00000113194","FAF2","protein_coding"
"15763","ENSG00000112576","CCND3","protein_coding"
"15764","ENSG00000113763","UNC5A","protein_coding"
"15765","ENSG00000104881","PPP1R13L","protein_coding"
"15766","ENSG00000090097","PCBP4","protein_coding"
"15767","ENSG00000160883","HK3","protein_coding"
"15768","ENSG00000169340","PDILT","protein_coding"
"15769","ENSG00000177675","CD163L1","protein_coding"
"15770","ENSG00000165516","KLHDC2","protein_coding"
"15771","ENSG00000183549","ACSM5","protein_coding"
"15772","ENSG00000116747","RO60","protein_coding"
"15773","ENSG00000177971","IMP3","protein_coding"
"15774","ENSG00000214575","CPEB1","protein_coding"
"15775","ENSG00000123992","DNPEP","protein_coding"
"15776","ENSG00000127419","TMEM175","protein_coding"
"15777","ENSG00000087206","UIMC1","protein_coding"
"15778","ENSG00000183747","ACSM2A","protein_coding"
"15779","ENSG00000108684","ASIC2","protein_coding"
"15780","ENSG00000117877","POLR1G","protein_coding"
"15781","ENSG00000241058","NSUN6","protein_coding"
"15782","ENSG00000111783","RFX4","protein_coding"
"15783","ENSG00000104884","ERCC2","protein_coding"
"15784","ENSG00000230062","ANKRD66","protein_coding"
"15785","ENSG00000249853","HS3ST5","protein_coding"
"15786","ENSG00000001167","NFYA","protein_coding"
"15787","ENSG00000165997","ARL5B","protein_coding"
"15788","ENSG00000113761","ZNF346","protein_coding"
"15789","ENSG00000108788","MLX","protein_coding"
"15790","ENSG00000158406","H4C8","protein_coding"
"15791","ENSG00000150275","PCDH15","protein_coding"
"15792","ENSG00000204618","RNF39","protein_coding"
"15793","ENSG00000204702","OR2J1","protein_coding"
"15794","ENSG00000204688","OR2H1","protein_coding"
"15795","ENSG00000078674","PCM1","protein_coding"
"15796","ENSG00000008516","MMP25","protein_coding"
"15797","ENSG00000204700","OR2J2","protein_coding"
"15798","ENSG00000146373","RNF217","protein_coding"
"15799","ENSG00000167194","C16orf92","protein_coding"
"15800","ENSG00000184840","TMED9","protein_coding"
"15801","ENSG00000007237","GAS7","protein_coding"
"15802","ENSG00000103037","SETD6","protein_coding"
"15803","ENSG00000118729","CASQ2","protein_coding"
"15804","ENSG00000080815","PSEN1","protein_coding"
"15805","ENSG00000134207","SYT6","protein_coding"
"15806","ENSG00000027847","B4GALT7","protein_coding"
"15807","ENSG00000229474","PATL2","protein_coding"
"15808","ENSG00000204580","DDR1","protein_coding"
"15809","ENSG00000145214","DGKQ","protein_coding"
"15810","ENSG00000186815","TPCN1","protein_coding"
"15811","ENSG00000235711","ANKRD34C","protein_coding"
"15812","ENSG00000215252","GOLGA8B","protein_coding"
"15813","ENSG00000125107","CNOT1","protein_coding"
"15814","ENSG00000175325","PROP1","protein_coding"
"15815","ENSG00000114346","ECT2","protein_coding"
"15816","ENSG00000163467","TSACC","protein_coding"
"15817","ENSG00000145911","N4BP3","protein_coding"
"15818","ENSG00000165066","NKX6-3","protein_coding"
"15819","ENSG00000145916","RMND5B","protein_coding"
"15820","ENSG00000145217","SLC26A1","protein_coding"
"15821","ENSG00000185404","SP140L","protein_coding"
"15822","ENSG00000243710","CFAP57","protein_coding"
"15823","ENSG00000127415","IDUA","protein_coding"
"15824","ENSG00000184659","FOXD4L4","protein_coding"
"15825","ENSG00000181404","WASHC1","protein_coding"
"15826","ENSG00000244234","GMCL2","protein_coding"
"15827","ENSG00000166529","ZSCAN21","protein_coding"
"15828","ENSG00000117395","EBNA1BP2","protein_coding"
"15829","ENSG00000197451","HNRNPAB","protein_coding"
"15830","ENSG00000166069","TMCO5A","protein_coding"
"15831","ENSG00000187796","CARD9","protein_coding"
"15832","ENSG00000198093","ZNF649","protein_coding"
"15833","ENSG00000127418","FGFRL1","protein_coding"
"15834","ENSG00000273045","C2orf15","protein_coding"
"15835","ENSG00000029534","ANK1","protein_coding"
"15836","ENSG00000164896","FASTK","protein_coding"
"15837","ENSG00000163328","GPR155","protein_coding"
"15838","ENSG00000116874","WARS2","protein_coding"
"15839","ENSG00000176024","ZNF613","protein_coding"
"15840","ENSG00000184361","SPATA32","protein_coding"
"15841","ENSG00000131264","CDX4","protein_coding"
"15842","ENSG00000065600","PACC1","protein_coding"
"15843","ENSG00000256683","ZNF350","protein_coding"
"15844","ENSG00000006062","MAP3K14","protein_coding"
"15845","ENSG00000125386","FAM193A","protein_coding"
"15846","ENSG00000158169","FANCC","protein_coding"
"15847","ENSG00000009780","FAM76A","protein_coding"
"15848","ENSG00000079805","DNM2","protein_coding"
"15849","ENSG00000175309","PHYKPL","protein_coding"
"15850","ENSG00000184206","GOLGA6L4","protein_coding"
"15851","ENSG00000166938","DIS3L","protein_coding"
"15852","ENSG00000110876","SELPLG","protein_coding"
"15853","ENSG00000106331","PAX4","protein_coding"
"15854","ENSG00000123096","SSPN","protein_coding"
"15855","ENSG00000213424","KRT222","protein_coding"
"15856","ENSG00000167916","KRT24","protein_coding"
"15857","ENSG00000110880","CORO1C","protein_coding"
"15858","ENSG00000204897","KRT25","protein_coding"
"15859","ENSG00000137492","THAP12","protein_coding"
"15860","ENSG00000171446","KRT27","protein_coding"
"15861","ENSG00000197223","C1D","protein_coding"
"15862","ENSG00000173908","KRT28","protein_coding"
"15863","ENSG00000170929","OR1M1","protein_coding"
"15864","ENSG00000198874","TYW1","protein_coding"
"15865","ENSG00000179240","GVQW3","protein_coding"
"15866","ENSG00000161807","OR7G1","protein_coding"
"15867","ENSG00000170920","OR7G3","protein_coding"
"15868","ENSG00000023572","GLRX2","protein_coding"
"15869","ENSG00000130803","ZNF317","protein_coding"
"15870","ENSG00000186395","KRT10","protein_coding"
"15871","ENSG00000187242","KRT12","protein_coding"
"15872","ENSG00000258643","BCL2L2-PABPN1","protein_coding"
"15873","ENSG00000198561","CTNND1","protein_coding"
"15874","ENSG00000198752","CDC42BPB","protein_coding"
"15875","ENSG00000077254","USP33","protein_coding"
"15876","ENSG00000171431","KRT20","protein_coding"
"15877","ENSG00000154124","OTULIN","protein_coding"
"15878","ENSG00000075131","TIPIN","protein_coding"
"15879","ENSG00000114127","XRN1","protein_coding"
"15880","ENSG00000108244","KRT23","protein_coding"
"15881","ENSG00000188000","OR7D2","protein_coding"
"15882","ENSG00000174667","OR7D4","protein_coding"
"15883","ENSG00000079432","CIC","protein_coding"
"15884","ENSG00000205143","ARID3C","protein_coding"
"15885","ENSG00000145912","NHP2","protein_coding"
"15886","ENSG00000155034","FBXL18","protein_coding"
"15887","ENSG00000119408","NEK6","protein_coding"
"15888","ENSG00000169032","MAP2K1","protein_coding"
"15889","ENSG00000115414","FN1","protein_coding"
"15890","ENSG00000055130","CUL1","protein_coding"
"15891","ENSG00000135077","HAVCR2","protein_coding"
"15892","ENSG00000259384","GH1","protein_coding"
"15893","ENSG00000167580","AQP2","protein_coding"
"15894","ENSG00000176871","WSB2","protein_coding"
"15895","ENSG00000285947","","protein_coding"
"15896","ENSG00000007314","SCN4A","protein_coding"
"15897","ENSG00000187969","ZCCHC13","protein_coding"
"15898","ENSG00000172572","PDE3A","protein_coding"
"15899","ENSG00000136930","PSMB7","protein_coding"
"15900","ENSG00000224383","PRR29","protein_coding"
"15901","ENSG00000166289","PLEKHF1","protein_coding"
"15902","ENSG00000185385","OR7A17","protein_coding"
"15903","ENSG00000104936","DMPK","protein_coding"
"15904","ENSG00000174446","SNAPC5","protein_coding"
"15905","ENSG00000103042","SLC38A7","protein_coding"
"15906","ENSG00000108622","ICAM2","protein_coding"
"15907","ENSG00000136931","NR5A1","protein_coding"
"15908","ENSG00000174444","RPL4","protein_coding"
"15909","ENSG00000123066","MED13L","protein_coding"
"15910","ENSG00000121577","POPDC2","protein_coding"
"15911","ENSG00000175854","SWI5","protein_coding"
"15912","ENSG00000168884","TNIP2","protein_coding"
"15913","ENSG00000138495","COX17","protein_coding"
"15914","ENSG00000178607","ERN1","protein_coding"
"15915","ENSG00000134644","PUM1","protein_coding"
"15916","ENSG00000283599","","protein_coding"
"15917","ENSG00000188039","NWD1","protein_coding"
"15918","ENSG00000101812","H2BW2","protein_coding"
"15919","ENSG00000131724","IL13RA1","protein_coding"
"15920","ENSG00000182150","ERCC6L2","protein_coding"
"15921","ENSG00000007402","CACNA2D2","protein_coding"
"15922","ENSG00000087266","SH3BP2","protein_coding"
"15923","ENSG00000125166","GOT2","protein_coding"
"15924","ENSG00000141526","SLC16A3","protein_coding"
"15925","ENSG00000003987","MTMR7","protein_coding"
"15926","ENSG00000198898","CAPZA2","protein_coding"
"15927","ENSG00000103479","RBL2","protein_coding"
"15928","ENSG00000174442","ZWILCH","protein_coding"
"15929","ENSG00000003989","SLC7A2","protein_coding"
"15930","ENSG00000101974","ATP11C","protein_coding"
"15931","ENSG00000108849","PPY","protein_coding"
"15932","ENSG00000126814","TRMT5","protein_coding"
"15933","ENSG00000161653","NAGS","protein_coding"
"15934","ENSG00000103494","RPGRIP1L","protein_coding"
"15935","ENSG00000221829","FANCG","protein_coding"
"15936","ENSG00000127511","SIN3B","protein_coding"
"15937","ENSG00000139974","SLC38A6","protein_coding"
"15938","ENSG00000021461","CYP3A43","protein_coding"
"15939","ENSG00000091947","TMEM101","protein_coding"
"15940","ENSG00000134545","KLRC1","protein_coding"
"15941","ENSG00000161654","LSM12","protein_coding"
"15942","ENSG00000125319","HROB","protein_coding"
"15943","ENSG00000087274","ADD1","protein_coding"
"15944","ENSG00000104213","PDGFRL","protein_coding"
"15945","ENSG00000161664","ASB16","protein_coding"
"15946","ENSG00000198363","ASPH","protein_coding"
"15947","ENSG00000168591","TMUB2","protein_coding"
"15948","ENSG00000118307","DNAI7","protein_coding"
"15949","ENSG00000127533","F2RL3","protein_coding"
"15950","ENSG00000160111","CPAMD8","protein_coding"
"15951","ENSG00000273706","LHX1","protein_coding"
"15952","ENSG00000234829","IFNA17","protein_coding"
"15953","ENSG00000228083","IFNA14","protein_coding"
"15954","ENSG00000147873","IFNA5","protein_coding"
"15955","ENSG00000198642","KLHL9","protein_coding"
"15956","ENSG00000198826","ARHGAP11A","protein_coding"
"15957","ENSG00000188379","IFNA2","protein_coding"
"15958","ENSG00000182107","TMEM30B","protein_coding"
"15959","ENSG00000101871","MID1","protein_coding"
"15960","ENSG00000120242","IFNA8","protein_coding"
"15961","ENSG00000275700","AATF","protein_coding"
"15962","ENSG00000197919","IFNA1","protein_coding"
"15963","ENSG00000184995","IFNE","protein_coding"
"15964","ENSG00000145675","PIK3R1","protein_coding"
"15965","ENSG00000131351","HAUS8","protein_coding"
"15966","ENSG00000151327","FAM177A1","protein_coding"
"15967","ENSG00000215644","GCGR","protein_coding"
"15968","ENSG00000258947","TUBB3","protein_coding"
"15969","ENSG00000129460","NGDN","protein_coding"
"15970","ENSG00000196511","TPK1","protein_coding"
"15971","ENSG00000225663","MCRIP1","protein_coding"
"15972","ENSG00000215788","TNFRSF25","protein_coding"
"15973","ENSG00000140030","GPR65","protein_coding"
"15974","ENSG00000099624","ATP5F1D","protein_coding"
"15975","ENSG00000065457","ADAT1","protein_coding"
"15976","ENSG00000166923","GREM1","protein_coding"
"15977","ENSG00000146555","SDK1","protein_coding"
"15978","ENSG00000261794","GOLGA8H","protein_coding"
"15979","ENSG00000205707","ETFRF1","protein_coding"
"15980","ENSG00000182676","PPP1R27","protein_coding"
"15981","ENSG00000188467","SLC24A5","protein_coding"
"15982","ENSG00000141522","ARHGDIA","protein_coding"
"15983","ENSG00000184160","ADRA2C","protein_coding"
"15984","ENSG00000070729","CNGB1","protein_coding"
"15985","ENSG00000164112","SMIM43","protein_coding"
"15986","ENSG00000105711","SCN1B","protein_coding"
"15987","ENSG00000205693","MANSC4","protein_coding"
"15988","ENSG00000177479","ARIH2","protein_coding"
"15989","ENSG00000233932","CTXN2","protein_coding"
"15990","ENSG00000139445","FOXN4","protein_coding"
"15991","ENSG00000074803","SLC12A1","protein_coding"
"15992","ENSG00000109320","NFKB1","protein_coding"
"15993","ENSG00000110906","KCTD10","protein_coding"
"15994","ENSG00000100433","KCNK10","protein_coding"
"15995","ENSG00000187902","SHISA7","protein_coding"
"15996","ENSG00000136261","BZW2","protein_coding"
"15997","ENSG00000277531","PNMA8C","protein_coding"
"15998","ENSG00000197816","CCDC180","protein_coding"
"15999","ENSG00000089356","FXYD3","protein_coding"
"16000","ENSG00000291314","","protein_coding"
"16001","ENSG00000222036","POTEM","protein_coding"
"16002","ENSG00000124313","IQSEC2","protein_coding"
"16003","ENSG00000159579","RSPRY1","protein_coding"
"16004","ENSG00000151148","UBE3B","protein_coding"
"16005","ENSG00000260691","ANKRD20A1","protein_coding"
"16006","ENSG00000183684","ALYREF","protein_coding"
"16007","ENSG00000178222","RNF212","protein_coding"
"16008","ENSG00000141552","ANAPC11","protein_coding"
"16009","ENSG00000136243","NUP42","protein_coding"
"16010","ENSG00000198825","INPP5F","protein_coding"
"16011","ENSG00000189067","LITAF","protein_coding"
"16012","ENSG00000206474","OR10C1","protein_coding"
"16013","ENSG00000204704","OR2W1","protein_coding"
"16014","ENSG00000145920","CPLX2","protein_coding"
"16015","ENSG00000235109","ZSCAN31","protein_coding"
"16016","ENSG00000197119","SLC25A29","protein_coding"
"16017","ENSG00000099810","MTAP","protein_coding"
"16018","ENSG00000183454","GRIN2A","protein_coding"
"16019","ENSG00000156136","DCK","protein_coding"
"16020","ENSG00000129055","ANAPC13","protein_coding"
"16021","ENSG00000105778","AVL9","protein_coding"
"16022","ENSG00000132000","PODNL1","protein_coding"
"16023","ENSG00000077264","PAK3","protein_coding"
"16024","ENSG00000140107","SLC25A47","protein_coding"
"16025","ENSG00000053328","METTL24","protein_coding"
"16026","ENSG00000114019","AMOTL2","protein_coding"
"16027","ENSG00000135525","MAP7","protein_coding"
"16028","ENSG00000107651","SEC23IP","protein_coding"
"16029","ENSG00000140105","WARS1","protein_coding"
"16030","ENSG00000283567","C19orf85","protein_coding"
"16031","ENSG00000129946","SHC2","protein_coding"
"16032","ENSG00000117625","RCOR3","protein_coding"
"16033","ENSG00000145321","GC","protein_coding"
"16034","ENSG00000106003","LFNG","protein_coding"
"16035","ENSG00000170234","PWWP2A","protein_coding"
"16036","ENSG00000284491","THSD8","protein_coding"
"16037","ENSG00000213853","EMP2","protein_coding"
"16038","ENSG00000181588","MEX3D","protein_coding"
"16039","ENSG00000223802","CERS1","protein_coding"
"16040","ENSG00000147889","CDKN2A","protein_coding"
"16041","ENSG00000049883","PTCD2","protein_coding"
"16042","ENSG00000234186","C16orf82","protein_coding"
"16043","ENSG00000166188","ZNF319","protein_coding"
"16044","ENSG00000229809","ZNF688","protein_coding"
"16045","ENSG00000114544","SLC41A3","protein_coding"
"16046","ENSG00000160868","CYP3A4","protein_coding"
"16047","ENSG00000166451","CENPN","protein_coding"
"16048","ENSG00000246922","UBAP1L","protein_coding"
"16049","ENSG00000213030","CGB8","protein_coding"
"16050","ENSG00000205076","LGALS7","protein_coding"
"16051","ENSG00000183979","NPB","protein_coding"
"16052","ENSG00000166664","CHRFAM7A","protein_coding"
"16053","ENSG00000170954","ZNF415","protein_coding"
"16054","ENSG00000168772","CXXC4","protein_coding"
"16055","ENSG00000185813","PCYT2","protein_coding"
"16056","ENSG00000147394","ZNF185","protein_coding"
"16057","ENSG00000186352","ANKRD37","protein_coding"
"16058","ENSG00000179902","CFAP276","protein_coding"
"16059","ENSG00000109775","UFSP2","protein_coding"
"16060","ENSG00000147883","CDKN2B","protein_coding"
"16061","ENSG00000153684","GOLGA8F","protein_coding"
"16062","ENSG00000176406","RIMS2","protein_coding"
"16063","ENSG00000198853","RUSC2","protein_coding"
"16064","ENSG00000104848","KCNA7","protein_coding"
"16065","ENSG00000171903","CYP4F11","protein_coding"
"16066","ENSG00000121766","ZCCHC17","protein_coding"
"16067","ENSG00000205423","CNEP1R1","protein_coding"
"16068","ENSG00000128731","HERC2","protein_coding"
"16069","ENSG00000215187","FAM166B","protein_coding"
"16070","ENSG00000106638","TBL2","protein_coding"
"16071","ENSG00000205129","C4orf47","protein_coding"
"16072","ENSG00000279073","","protein_coding"
"16073","ENSG00000122140","MRPS2","protein_coding"
"16074","ENSG00000168491","CCDC110","protein_coding"
"16075","ENSG00000107014","RLN2","protein_coding"
"16076","ENSG00000016402","IL20RA","protein_coding"
"16077","ENSG00000107018","RLN1","protein_coding"
"16078","ENSG00000178201","VN1R1","protein_coding"
"16079","ENSG00000142235","LMTK3","protein_coding"
"16080","ENSG00000171033","PKIA","protein_coding"
"16081","ENSG00000107020","PLGRKT","protein_coding"
"16082","ENSG00000178175","ZNF366","protein_coding"
"16083","ENSG00000205730","ITPRIPL2","protein_coding"
"16084","ENSG00000126856","PRDM7","protein_coding"
"16085","ENSG00000104432","IL7","protein_coding"
"16086","ENSG00000120217","CD274","protein_coding"
"16087","ENSG00000211445","GPX3","protein_coding"
"16088","ENSG00000196155","PLEKHG4","protein_coding"
"16089","ENSG00000104827","CGB3","protein_coding"
"16090","ENSG00000118515","SGK1","protein_coding"
"16091","ENSG00000144868","TMEM108","protein_coding"
"16092","ENSG00000105556","MIER2","protein_coding"
"16093","ENSG00000145901","TNIP1","protein_coding"
"16094","ENSG00000152926","ZNF117","protein_coding"
"16095","ENSG00000091140","DLD","protein_coding"
"16096","ENSG00000169851","PCDH7","protein_coding"
"16097","ENSG00000104427","ZC2HC1A","protein_coding"
"16098","ENSG00000100811","YY1","protein_coding"
"16099","ENSG00000197646","PDCD1LG2","protein_coding"
"16100","ENSG00000164342","TLR3","protein_coding"
"16101","ENSG00000151150","ANK3","protein_coding"
"16102","ENSG00000174652","ZNF266","protein_coding"
"16103","ENSG00000160932","LY6E","protein_coding"
"16104","ENSG00000120162","MOB3B","protein_coding"
"16105","ENSG00000221955","SLC12A8","protein_coding"
"16106","ENSG00000169299","PGM2","protein_coding"
"16107","ENSG00000147896","IFNK","protein_coding"
"16108","ENSG00000290292","HOMEZ","protein_coding"
"16109","ENSG00000147894","C9orf72","protein_coding"
"16110","ENSG00000139428","MMAB","protein_coding"
"16111","ENSG00000126756","UXT","protein_coding"
"16112","ENSG00000139946","PELI2","protein_coding"
"16113","ENSG00000143157","POGK","protein_coding"
"16114","ENSG00000140406","TLNRD1","protein_coding"
"16115","ENSG00000157890","MEGF11","protein_coding"
"16116","ENSG00000100652","SLC10A1","protein_coding"
"16117","ENSG00000205209","SCGB2B2","protein_coding"
"16118","ENSG00000160781","PAQR6","protein_coding"
"16119","ENSG00000172687","ZNF738","protein_coding"
"16120","ENSG00000198732","SMOC1","protein_coding"
"16121","ENSG00000250254","PTTG2","protein_coding"
"16122","ENSG00000105143","SLC1A6","protein_coding"
"16123","ENSG00000135605","TEC","protein_coding"
"16124","ENSG00000176956","LY6H","protein_coding"
"16125","ENSG00000174482","LINGO2","protein_coding"
"16126","ENSG00000277494","GPIHBP1","protein_coding"
"16127","ENSG00000177125","ZBTB34","protein_coding"
"16128","ENSG00000181638","ZFP41","protein_coding"
"16129","ENSG00000213694","S1PR3","protein_coding"
"16130","ENSG00000090581","GNPTG","protein_coding"
"16131","ENSG00000100678","SLC8A3","protein_coding"
"16132","ENSG00000148082","SHC3","protein_coding"
"16133","ENSG00000198836","OPA1","protein_coding"
"16134","ENSG00000264668","","protein_coding"
"16135","ENSG00000250571","GLI4","protein_coding"
"16136","ENSG00000074966","TXK","protein_coding"
"16137","ENSG00000033030","ZCCHC8","protein_coding"
"16138","ENSG00000259330","INAFM2","protein_coding"
"16139","ENSG00000123975","CKS2","protein_coding"
"16140","ENSG00000233041","PHGR1","protein_coding"
"16141","ENSG00000099331","MYO9B","protein_coding"
"16142","ENSG00000140323","DISP2","protein_coding"
"16143","ENSG00000185730","ZNF696","protein_coding"
"16144","ENSG00000119523","ALG2","protein_coding"
"16145","ENSG00000140320","BAHD1","protein_coding"
"16146","ENSG00000106803","SEC61B","protein_coding"
"16147","ENSG00000109689","STIM2","protein_coding"
"16148","ENSG00000164744","SUN3","protein_coding"
"16149","ENSG00000289653","","protein_coding"
"16150","ENSG00000147526","TACC1","protein_coding"
"16151","ENSG00000187531","SIRT7","protein_coding"
"16152","ENSG00000106799","TGFBR1","protein_coding"
"16153","ENSG00000111011","RSRC2","protein_coding"
"16154","ENSG00000169105","CHST14","protein_coding"
"16155","ENSG00000128928","IVD","protein_coding"
"16156","ENSG00000143344","RGL1","protein_coding"
"16157","ENSG00000066813","ACSM2B","protein_coding"
"16158","ENSG00000253276","CCDC71L","protein_coding"
"16159","ENSG00000174428","GTF2IRD2B","protein_coding"
"16160","ENSG00000197535","MYO5A","protein_coding"
"16161","ENSG00000204590","GNL1","protein_coding"
"16162","ENSG00000197063","MAFG","protein_coding"
"16163","ENSG00000116882","HAO2","protein_coding"
"16164","ENSG00000184445","KNTC1","protein_coding"
"16165","ENSG00000170852","KBTBD2","protein_coding"
"16166","ENSG00000131848","ZSCAN5A","protein_coding"
"16167","ENSG00000185650","ZFP36L1","protein_coding"
"16168","ENSG00000197724","PHF2","protein_coding"
"16169","ENSG00000146530","VWDE","protein_coding"
"16170","ENSG00000183010","PYCR1","protein_coding"
"16171","ENSG00000196405","EVL","protein_coding"
"16172","ENSG00000172469","MANEA","protein_coding"
"16173","ENSG00000142856","ITGB3BP","protein_coding"
