,G1,G2,score
396,ENSG00000010282,ENSG00000188716,1
397,ENSG00000010282,ENSG00000196091,1
398,ENSG00000010282,ENSG00000196218,1
399,ENSG00000010282,ENSG00000196296,1
400,ENSG00000010282,ENSG00000197616,1
401,ENSG00000010282,ENSG00000197893,1
402,ENSG00000010282,ENSG00000198125,1
403,ENSG00000010282,ENSG00000198467,1
404,ENSG00000010282,ENSG00000198523,1
405,ENSG00000010282,ENSG00000198842,1
406,ENSG00000010282,ENSG00000198881,1
407,ENSG00000010282,ENSG00000205678,1
408,ENSG00000010282,ENSG00000206422,1
409,ENSG00000010282,ENSG00000213337,1
410,ENSG00000010282,ENSG00000214097,1
411,ENSG00000010282,ENSG00000214872,1
412,ENSG00000010282,ENSG00000234438,1
413,ENSG00000010282,ENSG00000239474,1
414,ENSG00000010282,ENSG00000240045,1
415,ENSG00000010282,ENSG00000248713,1
416,ENSG00000010282,ENSG00000248746,1
417,ENSG00000010282,ENSG00000251569,1
418,ENSG00000010282,ENSG00000264424,1
419,ENSG00000010282,ENSG00000273540,1
420,ENSG00000010404,ENSG00000241489,1
421,ENSG00000010610,ENSG00000123338,1
422,ENSG00000010671,ENSG00000123338,1
423,ENSG00000010671,ENSG00000143119,1
424,ENSG00000011052,ENSG00000239672,1
425,ENSG00000011052,ENSG00000243678,1
426,ENSG00000011465,ENSG00000122707,1
427,ENSG00000011465,ENSG00000183801,1
428,ENSG00000012817,ENSG00000114374,1
429,ENSG00000012817,ENSG00000198692,1
430,ENSG00000013293,ENSG00000109158,1
431,ENSG00000013725,ENSG00000182866,1
432,ENSG00000015285,ENSG00000123329,1
433,ENSG00000015479,ENSG00000280987,1
434,ENSG00000015568,ENSG00000169629,1
435,ENSG00000015568,ENSG00000183054,1
436,ENSG00000022267,ENSG00000124743,1
437,ENSG00000022267,ENSG00000173641,1
438,ENSG00000022277,ENSG00000124103,1
439,ENSG00000023171,ENSG00000073060,1
440,ENSG00000023171,ENSG00000102271,1
441,ENSG00000023171,ENSG00000114771,1
442,ENSG00000023171,ENSG00000116983,1
443,ENSG00000023171,ENSG00000117594,1
444,ENSG00000023171,ENSG00000118526,1
445,ENSG00000023171,ENSG00000123999,1
446,ENSG00000023171,ENSG00000134042,1
447,ENSG00000023171,ENSG00000135409,1
448,ENSG00000023171,ENSG00000137463,1
449,ENSG00000023171,ENSG00000137714,1
450,ENSG00000023171,ENSG00000137869,1
451,ENSG00000023171,ENSG00000138039,1
