,G1,G2,score
344,ENSG00000006788,ENSG00000065675,1
345,ENSG00000006788,ENSG00000067191,1
346,ENSG00000006788,ENSG00000068976,1
347,ENSG00000006788,ENSG00000070182,1
348,ENSG00000006788,ENSG00000070371,1
349,ENSG00000006788,ENSG00000070808,1
350,ENSG00000006788,ENSG00000072954,1
351,ENSG00000006788,ENSG00000077009,1
352,ENSG00000006788,ENSG00000077522,1
353,ENSG00000006788,ENSG00000078328,1
354,ENSG00000006788,ENSG00000078814,1
355,ENSG00000006788,ENSG00000079393,1
356,ENSG00000006788,ENSG00000081248,1
357,ENSG00000006788,ENSG00000086967,1
358,ENSG00000006788,ENSG00000087085,1
359,ENSG00000006788,ENSG00000089250,1
360,ENSG00000006788,ENSG00000091482,1
361,ENSG00000006788,ENSG00000092054,1
362,ENSG00000006788,ENSG00000092529,1
363,ENSG00000006788,ENSG00000100628,1
364,ENSG00000006788,ENSG00000100678,1
365,ENSG00000006788,ENSG00000101306,1
366,ENSG00000006788,ENSG00000101470,1
367,ENSG00000006788,ENSG00000101605,1
368,ENSG00000006788,ENSG00000101892,1
369,ENSG00000006788,ENSG00000104369,1
370,ENSG00000006788,ENSG00000104848,1
371,ENSG00000006788,ENSG00000104879,1
372,ENSG00000006788,ENSG00000105048,1
373,ENSG00000006788,ENSG00000107859,1
374,ENSG00000006788,ENSG00000108515,1
375,ENSG00000006788,ENSG00000108823,1
376,ENSG00000006788,ENSG00000108878,1
377,ENSG00000006788,ENSG00000109061,1
378,ENSG00000006788,ENSG00000109063,1
379,ENSG00000006788,ENSG00000111046,1
380,ENSG00000006788,ENSG00000111049,1
381,ENSG00000006788,ENSG00000111241,1
382,ENSG00000006788,ENSG00000111245,1
383,ENSG00000006788,ENSG00000112183,1
384,ENSG00000006788,ENSG00000112782,1
385,ENSG00000006788,ENSG00000114854,1
386,ENSG00000006788,ENSG00000115592,1
387,ENSG00000006788,ENSG00000115593,1
388,ENSG00000006788,ENSG00000116748,1
389,ENSG00000006788,ENSG00000116981,1
390,ENSG00000006788,ENSG00000119125,1
391,ENSG00000006788,ENSG00000120729,1
392,ENSG00000006788,ENSG00000121769,1
393,ENSG00000006788,ENSG00000122180,1
394,ENSG00000006788,ENSG00000122367,1
395,ENSG00000006788,ENSG00000122477,1
396,ENSG00000006788,ENSG00000124701,1
397,ENSG00000006788,ENSG00000125414,1
398,ENSG00000006788,ENSG00000127325,1
399,ENSG00000006788,ENSG00000128591,1
400,ENSG00000006788,ENSG00000129152,1
401,ENSG00000006788,ENSG00000129170,1
402,ENSG00000006788,ENSG00000129744,1
403,ENSG00000006788,ENSG00000129910,1
404,ENSG00000006788,ENSG00000130528,1
405,ENSG00000006788,ENSG00000130595,1
406,ENSG00000006788,ENSG00000130598,1
407,ENSG00000006788,ENSG00000130957,1
408,ENSG00000006788,ENSG00000131730,1
409,ENSG00000006788,ENSG00000132429,1
410,ENSG00000006788,ENSG00000133020,1
411,ENSG00000006788,ENSG00000133055,1
412,ENSG00000006788,ENSG00000133454,1
413,ENSG00000006788,ENSG00000133878,1
414,ENSG00000006788,ENSG00000134020,1
415,ENSG00000006788,ENSG00000135469,1
416,ENSG00000006788,ENSG00000135902,1
417,ENSG00000006788,ENSG00000136717,1
418,ENSG00000006788,ENSG00000137094,1
419,ENSG00000006788,ENSG00000138100,1
420,ENSG00000006788,ENSG00000138347,1
421,ENSG00000006788,ENSG00000139780,1
422,ENSG00000006788,ENSG00000139914,1
423,ENSG00000006788,ENSG00000140795,1
424,ENSG00000006788,ENSG00000140986,1
425,ENSG00000006788,ENSG00000141161,1
426,ENSG00000006788,ENSG00000141965,1
427,ENSG00000006788,ENSG00000142661,1
428,ENSG00000006788,ENSG00000143028,1
429,ENSG00000006788,ENSG00000143318,1
430,ENSG00000006788,ENSG00000143434,1
431,ENSG00000006788,ENSG00000143632,1
432,ENSG00000006788,ENSG00000144644,1
